id,titulo,descr,cat
26256,"Re: SOLICITUD DE PRUEBA, NO AUTORIZADA","Nomar, buen dia Puedes revisar este tema que reporta Omar Rodriguez Gracias Héctor         ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  De: Omar Antonio Rodriguez Gutierrez Enviado: lunes, 21 de febrero de 2022 10:04 a. m.Para: Hector Alberto Gutierrez Ibarra CC: Irving Abraham Grijalva Santa Cruz Asunto: RV: SOLICITUD DE PRUEBA, NO AUTORIZADA Con numero de solicitud (que viene en la captura de pantalla de Marco Polo) ya la pude rastrear, pero por subestacion ZTO sigue sin darme resultados.       De: MARCO POLO GRAJEDA NAVARRO Enviado: lunes, 21 de febrero de 2022 09:27 a. m.Para: Omar Antonio Rodriguez Gutierrez Asunto: SOLICITUD DE PRUEBA, NO AUTORIZADA  ADJUNTO ARCHIVO DE SOLICITUD DE PRUEBA, NO AUTORIZADA.SALUDOS ",ADTR SP7 > SIREL
27583,"Falla SIREL ""chat"" de solicitud NOR20220302-00034","Buenas tardes compañeros. Para reportar que se envió la solicitud NOR20220302-00034 a nivel superior y se puso información en el ""chat"" (14:34) que afirma nivel superiror que no la veía. Se tuvo que reenviar la información (14:52) y ya les apareció a nivel superior. Quedo pendiente de sus comentarios. Saludos       ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
33672,Corregir equipo en BD SIREL,"Buenos días. El motivo del presente es para solicitarles que se configure de manera correcta el equipo PMU de EFR que recién di de alta en el catálogo pero que la ZOTH no puede enviar a nivel superior la solicitud. Gracias.       ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
37668,Re: Solicitud de Licencias Vencidas,"Damián, buenas tardes José Ocaña ​está solicitando un reporte de licencias vencidas, por requerimiento de la Gerencia, para que le des prioridad. Gracias Héctor         ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  De: Jose Alberto Ocana Garcia Enviado: jueves, 2 de junio de 2022 01:27 p. m.Para: Hector Alberto Gutierrez Ibarra Asunto: Solicitud de Licencias Vencidas       Buenas tardes Héctor, para pedirte de favor, apoyo para enviarme listado con licencias vigentes a la fecha separadas por proceso (Generación, Transmisión, Distribución); quedo al pendiente por cualquier duda ó comentario. Saludos...      ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
38398,Corregir equipo en BD SIREL,"Buenos días. El motivo del presente es para solicitarles que se configure de manera correcta el equipo TPD B 02 400 que recién di de alta en el catálogo de SIREL pero que no se muestra en SIASAM por la razón de que el CCE no tiene ""---"". Gracias       ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""   ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
39516,RV: Actualización a versión 1.0.9 de SiREL,"Ingenieros, buenas tardes Damián favor de coordinar la actualización el día de mañana, con el apoyo de Francisco.Tomar las medidas preventivas correspondientes. Gracias Héctor P.D. Voy a preguntarle a Jose Ocaña, para que nos indique el horario en el que se puede trabajar.  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  De: Saul Lopez Escobar Enviado: jueves, 16 de junio de 2022 05:47 p. m.Para: Horacio Valdez Hidalgo ; Vladimir Almanza Lopez ; Erasmo Jonathan Rosas Ruiz ; Carlos Miguel de Jesus Herrera Escudero ; Vicente Alberto Moya Rivera ; Rogelio Uribe Enriquez ; Juan Manuel Gonzalez Bautista ; Joel Barron Granados ; Jose de Jesus Guitron Mejia ; Nestor Humberto Ramos Vadillo ; Juan Ramon Bribiesca Tafolla ; Nilthon Serna Solis ; Cristobal Olguin Barron ; Marcos Dario Ahumada Melendez ; Edgardo Lopez Trujillo ; Hector Alberto Gutierrez Ibarra ; Gerardo Guillermo Rodriguez Samaniego ; Gerardo Gonzalo Jimenez Lopez ; Mauricio Cuellar Ahumada ; Francisco Javier Garduno Loyola ; Manuel Ricardo Lujambio Cortes ; Jorge Marquez Gonzalez ; Leonardo Arroyo Galindo ; Teresita Montoya Hernandez ; Eduardo Garcia Garcia ; Nancy Paola Pena Hernandez CC: Gerardo Manriquez Hurtado ; Mario Edson Alvarez Castillejos ; Rafael Garcia Rojas Vassallo ; Irma Andrea Ramirez Padilla ; Karla Maria Ortiz Becerril ; Paola Claudina Viera Valadez ; Julio Armando Raya Paniagua ; Marco Antonio Tequitlalpa Gomez ; Arturo Ivan Chavez Herrera ; Luis Adrian Martinez Hernandez Asunto: Actualización a versión 1.0.9 de SiREL  Buena tarde,  Se les comunica que ya se encuentra disponible la versión 1.0.9 de SiREL, esta versión corrige los siguientes problemas:       La actualización de la versión favor de hacerla mañana viernes 17 de junio por la mañana, principalmente en las consolas de Operación ya que incluye correcciones en la administración de las licencias.     Cabe resaltar que todavía faltan reportes por atender, pero como estrategia se irían evaluando conforme se vayan liberando, esto para no esperar tanto tiempo para tener todas las correcciones y al evaluar todo junto en caso de falla sería complicado evaluar cuál de todos los cambios lo ocasionó.     El procedimiento de instalación es el mismo que en las versiones previas y es importante señalar que NO se requiere coordinación con personal de Siemens para trabajos en la BD.     Para la instalación se deben realizar los siguientes pasos:Desinstalar SiREL de forma manual, siemens recomienda que sea con el usuario que normalmente usa la consola y no con el usuario de administrador.Reiniciar el equipo.Verificar que se hayan instalado correctamente ambas herramientas. Adicional, en caso de que la consola apunte a una Gerencia que no sea la correcta se puede cambiar entrando con cualquier usuario en cualquier modo, por ejemplo, ADMIN1/ADMIN1 en modo de consulta, este usuario puede acceder en modo consulta en SiREL y como administrador en el Administrador de Catálogos; posteriormente presionan las teclas Ctrl + Shift + F11. Esto despliega un menú donde se puede seleccionar la gerencia deseada.       En caso de que tengan algún error durante la instalación favor de informarnos para crear una varianza, si la consola es estrictamente necesario que tenga SiREL para la puesta en servicio o lo quieren instalar en alguna otra consola del ambiente no productivo se pueden tomar los instaladores desde la siguiente ruta:\\10.110.11.3\Users\Public\SIREL Apps Gracias de antemano.  Atentamente, Saúl López Escobar “La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan, está destinada únicamente a la persona o entidad a quien va dirigida y puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales.Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente.El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.” ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
40590,"Re: Falla función ""Importación de Alarmas/eventos de Tiempo Real"" en relatorio de SIREL"," Irving, buenas tardes Genero el ticket para darle seguimiento, incluyo copia a Saúl. Saludos Héctor   ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  De: Irving Abraham Grijalva Santa Cruz irving.grijalva@cenace.gob.mxEnviado: lunes, 27 de junio de 2022 01:38 p. m.Para: Hector Alberto Gutierrez Ibarra hector.gutierrez@cenace.gob.mxCC: Omar Antonio Rodriguez Gutierrez omar.rodriguez@cenace.gob.mxAsunto: Falla función ""Importación de Alarmas/eventos de Tiempo Real"" en relatorio de SIREL  Buenas tardes Héctor.  Te anexo evidencia acerca del mal funcionamiento de la herramienta de SIREL Relatorio ""Importación de Alarmas/eventos de Tiempo Real"" (ícono de la fábrica). En las imágenes anexas se puede observar que en el lápso de la consulta hay PR- y CT- en SCADA sin embargo en los resultados de la consulta no aparecen. Solo está mostrando los estados de IN-. Quedo pendiente de tus comentarios. saludos                     ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
40635,Configuracion del administrador de SIREL en Consola de Jose Ocaña,"Damián, buenas tardes Favor de configurar el administrador de sirel en consola de Jose Ocaña y darlo de alto en el grupo de administradores. Gracias Héctor  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros."" ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
42358,Corregir en el campo CCE de todos los equipos que no tienen ---,"Buen día Héctor.Favor de corregir el campo CCE para los siguientes equipos.Gracias.   ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
42365,Corregir en el campo CCE de los siguientes equipos que no tienen ---,"Buen día Héctor.Favor de corregir el campo CCE para los siguientes equipos.Gracias.        De: Hector Alberto Gutierrez Ibarra Enviado: martes, 12 de julio de 2022 09:00 a. m.Para: Julio Armando Raya Paniagua CC: Saul Lopez Escobar ; Omar Antonio Rodriguez Gutierrez Asunto: Re: Corregir en el campo CCE de todos los equipos que no tienen ---  Julio, buen día Para solicitar el apoyo  Favor de corregir el campo CCE para los siguientes equipos.   Gracias Héctor   ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  De: Omar Antonio Rodriguez Gutierrez Enviado: martes, 12 de julio de 2022 08:58 a. m.Para: Hector Alberto Gutierrez Ibarra ; Servicios TIC Asunto: Corregir en el campo CCE de todos los equipos que no tienen ---  Buen día Héctor.Favor de corregir el campo CCE para los siguientes equipos.Gracias.    ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
44464,Configurar correctamente equipos nuevos en catalogo SIREL,"Buenas tardes, favor de configurar de manera correcta el campo CCE en el catálogo de equipos de SIREL para que se puedan recibir de manera correcta en GCRNO las solicitudes desde las ZOTH. Los equipos son los siguientes:  gracias     ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
45079,Configurar correctamente equipos nuevos en catalogo SIREL,"Buenos días, favor de configurar de manera correcta el campo CCE en el catálogo de equipos de SIREL para que se puedan recibir de manera correcta en GCRNO las solicitudes desde las ZOTH para el siguiente elemento:      ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""  ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
45438,Configurar correctamente equipos nuevos en catalogo SIREL,"Buenos días, favor de configurar de manera correcta el campo CCE en el catálogo de equipos de SIREL para que se puedan recibir de manera correcta en GCRNO las solicitudes desde las ZOTH para el siguiente elemento:       ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""   ""La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan está destinada únicamente a la persona o entidad a quien va dirigida, puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales y puede ser objeto de solicitudes de acceso a la información. Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente. El CENACE no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.""",ADTR SP7 > SIREL
